movieId,title,genres,imdbId,tmdbId,original_title,overview,poster_path,backdrop_path
441,Dazed and Confused (1993),Comedy,tt0106677,9571,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg,NA
442,Demolition Man (1993),Action|Adventure|Sci-Fi,tt0106697,9739,Demolition Man,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, escapes during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, who had also been cryogenically frozen after being wrongfully accused of killing 30 innocent people while apprehending Phoenix.",/dq6AmlVFo92PRuoLCcIyFdoRuxf.jpg,NA
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,tt0106834,34444,Even Cowgirls Get the Blues,A girl born with enormous thumbs in the repressive era of the 1950s learns to turn her quirks into assets.,/20x8nm0nPXkYv04COAHFA2AHyAl.jpg,NA
445,Fatal Instinct (1993),Comedy,tt0106873,26141,Fatal Instinct,"Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.",/syewFnehGbbya5BdxoHLzrcm5Ne.jpg,NA
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,tt0106332,10997,霸王别姬,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,/f54hNIiHNINw3JiUJB2XaQl5wCN.jpg,NA
448,Fearless (1993),Drama,tt0106881,10443,Fearless,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is wracked with grief and guilt since her baby died in the crash which she and Max survived.",/yiCAa85nJJDFiq0LmZ2Fgvu4RgY.jpg,NA
449,Fear of a Black Hat (1994),Comedy,tt0106880,20239,Fear of a Black Hat,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def & Tasty Taste performing as N.W.H.",/jiJp7B74GBKJK8yCqLjMaFu24nJ.jpg,NA
450,With Honors (1994),Comedy|Drama,tt0111732,16297,With Honors,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",/iMcSUbMT13Rb8fmhwvanVAMwRW.jpg,NA
451,Flesh and Bone (1993),Drama|Mystery|Romance,tt0106926,18551,Flesh and Bone,"Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.",/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,NA
452,Widows' Peak (1994),Drama,tt0111712,25440,Widows' Peak,Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,/xXyVUwvJesJJChzpvn7xj5cAOfm.jpg,NA
453,For Love or Money (1993),Comedy|Romance,tt0106941,9024,For Love or Money,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",/x1twBUsthHeA7FwOxPpQWtJb9zy.jpg,NA
454,"Firm, The (1993)",Drama|Thriller,tt0106918,37233,The Firm,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",/i9a4vbkzausnAzH07IOusX3ToTv.jpg,NA
455,Free Willy (1993),Adventure|Children|Drama,tt0106965,1634,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg,/jiqnYb2NQyytVBuXiOk5sFefqr5.jpg
456,Fresh (1994),Crime|Drama|Thriller,tt0109842,13815,Fresh,"Death and violence anger twelve year old drug courier Fresh, who sets his employers against each other.",/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg,NA
457,"Fugitive, The (1993)",Thriller,tt0106977,5503,The Fugitive,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,/e2e08PJii5xXSnSwsHDSkDhSP4Q.jpg
458,Geronimo: An American Legend (1993),Drama|Western,tt0107004,35588,Geronimo: An American Legend,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",/oW4IM0G5fCR68YalmemTGbPK15F.jpg,NA
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,tt0109890,2087,The Getaway,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",/4tWvZ4BQu3ICmtUL8lXHa9OgkoF.jpg,NA
460,Getting Even with Dad (1994),Comedy,tt0109891,41579,Getting Even with Dad,"Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins.",/yZLcdtT8UVlj6j3H8Rl51PxIdza.jpg,NA
461,Go Fish (1994),Drama|Romance,tt0109913,18620,Go Fish,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg,NA
464,Hard Target (1993),Action|Adventure|Crime|Thriller,tt0107076,2019,Hard Target,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",/kufvuQYWdl82sYzmhy2naBLyMui.jpg,/wcBIwQY888HX1QWpnv43lAujoId.jpg
466,Hot Shots! Part Deux (1993),Action|Comedy|War,tt0107144,9255,Hot Shots! Part Deux,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",/zh9EGK970GHo10ETclWBOjZVUOK.jpg,/4RriqSJFCQkYpRhxFnQGh3sxZYY.jpg
467,Live Nude Girls (1995),Comedy,tt0113674,26271,Live Nude Girls,"A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",/vg9piYFtCTHep2V5EmLjwsYMzn2.jpg,NA
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,tt0112966,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",/dnatrgiXFf6BLfb2IKHVmg9tCi7.jpg,NA
469,"House of the Spirits, The (1993)",Drama|Romance,tt0107151,2259,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",/q0YyNTvooXI9ZF71dAYKcRwqlGn.jpg,NA
470,House Party 3 (1994),Comedy,tt0110064,16097,House Party 3,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,/oOqooJMnjKcpB2iyrAIxkBMAie1.jpg
471,"Hudsucker Proxy, The (1994)",Comedy,tt0110074,11934,The Hudsucker Proxy,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg,NA
472,I'll Do Anything (1994),Comedy|Drama,tt0110097,106143,I'll Do Anything,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",/q7CFDCUNfuOxZssINLGkPE9m2l1.jpg,NA
473,In the Army Now (1994),Comedy|War,tt0110123,12475,In the Army Now,"Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.",/cNIIDaJM9nsDP9tTmAN6sjKpeiN.jpg,NA
474,In the Line of Fire (1993),Action|Thriller,tt0107206,9386,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg,NA
475,In the Name of the Father (1993),Drama,tt0107207,7984,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",/5HaQacOMOjA2wX1XnwnDd2VaXCf.jpg,NA
476,"Inkwell, The (1994)",Comedy|Drama,tt0110137,59930,The Inkwell,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,/b5qUq9l6ci9KzzAqYhpdxzjY7qi.jpg,NA
477,What's Love Got to Do with It? (1993),Drama|Musical,tt0108551,15765,What's Love Got to Do with It,Singer Tina Turner rises to stardom while mustering the courage to break free from her abusive husband Ike.,/vNAYuA26Wtf7VfzZEaxZQmJTE4Z.jpg,NA
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,tt0110197,31643,Jimmy Hollywood,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",/sTLLLD6shSp6lrbIKa4v5N4wDso.jpg,NA
479,Judgment Night (1993),Action|Crime|Thriller,tt0107286,6,Judgment Night,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",/3rvvpS9YPM5HB2f4HYiNiJVtdam.jpg,NA
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,tt0107290,329,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,/njFixYzIxX8jsn6KMSEtAzi4avi.jpg
481,Kalifornia (1993),Drama|Thriller,tt0107302,10909,Kalifornia,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",/4E39RrmgXspAqGro2poDEdjvAnh.jpg,NA
482,Killing Zoe (1994),Crime|Drama|Thriller,tt0110265,507,Killing Zoe,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",/k3UEKMVnkljOlsO5sLmz87YGlaG.jpg,NA
484,Lassie (1994),Adventure|Children,tt0110305,29918,Lassie,"On their way to start a new life at a sheep farm in rural Virginia, the Turner family are halted by a wreck on the highway that has claimed the life of a truck driver. Spotting the trucker's now-abandoned collie on the side of the road, they take pity on the dog and adopt her. As the city family copes with the change to rural life, including a feud with a neighboring farm family who resent the city interlopers, the ever-loyal Lassie helps them adjust to their new surroundings.",/5Tz2rzFivQKmMBz5T8Cj7M7CdnI.jpg,NA
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,tt0107362,9593,Last Action Hero,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",/yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg,NA
486,Life with Mikey (1993),Comedy,tt0107413,42580,Life with Mikey,"Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.",/dKsvF5t5xsm17HG3GJzQQGJpJzP.jpg,NA
487,Lightning Jack (1994),Comedy|Western,tt0110353,22317,Lightning Jack,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",/4YoRERjKWO2442ezcvgEjAZuxWP.jpg,NA
488,M. Butterfly (1993),Drama|Romance,tt0107468,1413,M. Butterfly,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",/vfutnJ9sgpAtNuPemksd26gd5dC.jpg,NA
489,Made in America (1993),Comedy,tt0107478,12121,Made in America,"A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white.",/2frB553lKEm1q4dds5PUqLNQA3z.jpg,NA
490,Malice (1993),Thriller,tt0107497,2246,Malice,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",/oQoe4eIzDjQSSqGvLgJFjXtEkNv.jpg,NA
491,"Man Without a Face, The (1993)",Drama,tt0107501,10502,The Man Without a Face,"Justin McLeod is a former teacher who lives as a recluse on the edge of town after his face is disfigured from an automobile accident ten years earlier, in which a boy was incinerated--and for which he was convicted of involuntary manslaughter. Also suspected of being a paedophile, he is befriended by Chuck, causing the town's suspicions and hostility to be ignited.",/9dmH2jc6jwlZo90JQTFOx4XaBWt.jpg,NA
492,Manhattan Murder Mystery (1993),Comedy|Mystery,tt0107507,10440,Manhattan Murder Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,/zrzBIlMyAP7Ac9W5qAy5ssAUdK4.jpg,NA
493,Menace II Society (1993),Action|Crime|Drama,tt0107554,9516,Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,/guvPiEOeXwROpfCb2LkHkVEvOck.jpg,NA
494,Executive Decision (1996),Action|Adventure|Thriller,tt0116253,2320,Executive Decision,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",/hLjXkFr9fHlWzRVwu1T31QSVHRq.jpg,NA
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,tt0074102,5879,愛のコリーダ,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",/qrqK8wbk9bFPM0xvrIX0WckGUpl.jpg,NA
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,tt0111689,83718,What Happened Was...,Jackie and Michael are coworkers at a large law firm. They decide to meet at Jackie's for dinner one night.,/mke5aNX5cT6JIWk2ER4ng9dGNNL.jpg,NA
497,Much Ado About Nothing (1993),Comedy|Romance,tt0107616,11971,Much Ado About Nothing,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",/tvltGP6vYOkHdURag0jPSjhPUAV.jpg,NA
499,Mr. Wonderful (1993),Comedy|Romance,tt0107613,31911,Mr. Wonderful,"Electrician Gus gets the chance to fulfil a childhood dream by buying an old bowling-alley with some of his friends, but first he must find his ex-wife a new husband so he can stop paying alimony.",/AtUjyMEXPR41JWZzGfHEzgmrrHq.jpg,NA
500,Mrs. Doubtfire (1993),Comedy|Drama,tt0107614,788,Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",/shHrSmXS5140o6sQzgzXxn3KqSm.jpg,NA
501,Naked (1993),Drama,tt0107653,21450,Naked,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,/xMYP4uaNeyPmX4FQ2xxWk2eIN6K.jpg,NA
502,"Next Karate Kid, The (1994)",Action|Children|Romance,tt0110657,11231,The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",/wI3gCi9w1cuUJCiwhviAy46we9Q.jpg,/sq4c328WCIFIVD7B9ZGFRwDbUTH.jpg
504,No Escape (1994),Action|Drama|Sci-Fi,tt0110678,10447,No Escape,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",/jRwMdEb5bxwVARU2VmOADTflLfZ.jpg,NA
505,North (1994),Comedy,tt0110687,31586,North,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus North starts off on a journey around the world to find parents that really care about him.",/e4JEG7dstmurXMUPOW9Jy6UDR9F.jpg,NA
506,Orlando (1992),Drama|Fantasy|Romance,tt0107756,9300,Orlando,"England, 1600. Queen Elizabeth I promises Orlando, a young nobleman obsessed with poetry, that she will grant him land and fortune if he agrees to satisfy a very particular request.",/rlwntsY2nG4w4PyNxWaMcAkyUwd.jpg,NA
507,"Perfect World, A (1993)",Crime|Drama|Thriller,tt0107808,9559,A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",/1II9kMjOuho3pnEvxkpx7e3ozOO.jpg,NA
508,Philadelphia (1993),Drama,tt0107818,9800,Philadelphia,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,/tFe5Yoo5zT495okA49bq1vPPkiV.jpg,NA
509,"Piano, The (1993)",Drama|Romance,tt0107822,713,The Piano,"A mute Scottish woman arrives in colonial New Zealand for an arranged marriage. Her husband refuses to move her beloved piano, giving it to neighbor George Baines, who agrees to return the piano in exchange for lessons. As desire swirls around the duo, the wilderness consumes the European enclave.",/rx8RKXn8OtuS6lqloYsjyrGOUp4.jpg,NA
510,Poetic Justice (1993),Drama,tt0107840,8291,Poetic Justice,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",/fOtMHxhYaCQcu3dwWpg7lz4Bqo0.jpg,NA
511,"Program, The (1993)",Action|Drama,tt0107889,18133,The Program,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",/4pdbutHc9SLEPmdLKtlVffiLByP.jpg,NA
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,tt0111003,25557,The Puppet Masters,The Earth is invaded by alien parasites—AKA 'slugs'—that ride on people's backs and control their minds.,/mzq5uA0P5nfTH8Fl7OESeuDop8P.jpg,NA
513,Radioland Murders (1994),Comedy|Mystery|Romance,tt0110939,22588,Radioland Murders,A series of mysterious crimes threatens the existence of a new radio network.,/l9pvl3AH4UsUvLn4yUP0RR4pltx.jpg,NA
514,"Ref, The (1994)",Comedy,tt0110955,10872,The Ref,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",/bxMjOeECQxHPf6QvkBChdxaOxVh.jpg,NA
515,"Remains of the Day, The (1993)",Drama|Romance,tt0107943,1245,The Remains of the Day,A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,/uDGDtqSvuch324WnM7Ukdp1bCAQ.jpg,NA
516,Renaissance Man (1994),Comedy|Drama,tt0110971,11858,Renaissance Man,"An advertising man is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job: teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",/iPRtaSfN8gNWFclgrcg5oD3V41i.jpg,NA
517,Rising Sun (1993),Action|Drama|Mystery,tt0107969,7007,Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",/jVWEeZ383peKxwE284AdyHqq6GH.jpg,NA
518,"Road to Wellville, The (1994)",Comedy,tt0111001,10467,The Road to Wellville,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",/zh7OVdFMpqpZ027z9RgVIwzxYjZ.jpg,NA
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,tt0107978,5550,RoboCop 3,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",/ppLSSwCuC5ERRWbu9H3R8SPL9AM.jpg,/dCRmtAY7sV07y0rInl3zZfX2Mun.jpg
520,Robin Hood: Men in Tights (1993),Comedy,tt0107977,8005,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",/b59epUgkPPBqgWcu5Q0YrYRKDx1.jpg,NA
521,Romeo Is Bleeding (1993),Crime|Thriller,tt0107983,2088,Romeo Is Bleeding,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,/mgCwAZBG0PCkZflC6nzsxwvG2vu.jpg,NA
522,Romper Stomper (1992),Action|Drama,tt0105275,10412,Romper Stomper,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",/w5v1la4WQgh5c2faGUDRnMqKmhk.jpg,NA
523,Ruby in Paradise (1993),Drama,tt0108000,47889,Ruby in Paradise,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",/gk0vbIVYwpXxSf1wQbS2r9IsBoV.jpg,NA
524,Rudy (1993),Drama,tt0108002,14534,Rudy,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,NA
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,tt0105032,41878,Les Nuits fauves,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura, does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",/5Onj1lmo28QklT5iiEdYlKygO7h.jpg,NA
527,Schindler's List (1993),Drama|War,tt0108052,424,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,NA
528,"Scout, The (1994)",Comedy|Drama,tt0111094,35233,The Scout,"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska. Soon, the New York Yankees put a $55 million contract on the table—provided a psychiatrist can affirm Nebraska's mental stability.",/t6MEMKcUMJB259LZx45uR6c3nVc.jpg,NA
529,Searching for Bobby Fischer (1993),Drama,tt0108065,14291,Searching for Bobby Fischer,A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,/oAJpHkMpfXiFY9F3HocIz9fhHLc.jpg,NA
531,"Secret Garden, The (1993)",Children|Drama,tt0108071,11236,The Secret Garden,"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and forgotten. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",/zf6h5dJ7wVG7LqMO9dhHGHVejzj.jpg,NA
